description,_id,size,date,probability_1_class,probability_1_value,probability_2_class,probability_2_value,probability_3_class,probability_3_value,probability_4_class,probability_4_value,probability_5_class,probability_5_value,probability_6_class,probability_6_value,probability_7_class,probability_7_value,probability_8_class,probability_8_value,probability_9_class,probability_9_value,probability_10_class,probability_10_value,probability_11_class,probability_11_value,probability_12_class,probability_12_value,probability_13_class,probability_13_value,probability_14_class,probability_14_value,probability_15_class,probability_15_value,probability_16_class,probability_16_value
 Capta 004,62d24f717a2acbde063e8a36,4320044,2022-07-08 16:53:44,alerts/siren,0.496,humans/others,0.177,mechanical/air_conditioner,0.146,mechanical/others,0.08,animal/dog,0.031,Music/music,0.023,alerts/horns,0.02,animal/others,0.019,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24f7d7a2acbde063e8a39,8640044,2022-07-15 19:55:29,environmental/wind,0.27699999999999997,humans/others,0.192,animal/others,0.185,mechanical/air_conditioner,0.141,environmental/rain,0.043,animal/bird,0.034,Music/music,0.027000000000000003,vehicles/others,0.025,environmental/others,0.024,vehicles/airborne,0.022000000000000002,animal/dog,0.013000000000000001,,,,,,,,,,
 Capta 003,62d24f867a2acbde063e8a3b,4320044,2022-07-15 18:54:11,Music/music,0.6709999999999999,humans/others,0.17,mechanical/others,0.053,mechanical/air_conditioner,0.04,animal/dog,0.035,alerts/siren,0.017,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d24f937a2acbde063e8a3e,4320044,2022-07-15 18:55:01,Music/music,0.32799999999999996,humans/others,0.302,animal/dog,0.13699999999999998,animal/others,0.08900000000000001,environmental/others,0.034,vehicles/airborne,0.024,mechanical/air_conditioner,0.022000000000000002,environmental/rain,0.016,alerts/horns,0.013000000000000001,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24f997a2acbde063e8a40,8640044,2022-07-15 20:00:31,environmental/wind,0.308,animal/others,0.203,environmental/rain,0.091,vehicles/others,0.08900000000000001,mechanical/air_conditioner,0.057999999999999996,Music/music,0.051,mechanical/others,0.049,humans/others,0.046,environmental/others,0.044000000000000004,vehicles/airborne,0.022000000000000002,animal/bird,0.016,,,,,,,,,,
 Capta 004,62d24fa77a2acbde063e8a44,4320044,2022-07-08 16:57:20,alerts/horns,0.956,animal/bird,0.016,humans/others,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d24fc07a2acbde063e8a4a,8640044,2022-07-15 20:03:33,environmental/wind,0.848,vehicles/others,0.040999999999999995,environmental/rain,0.040999999999999995,animal/others,0.021,mechanical/others,0.018000000000000002,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d24fc37a2acbde063e8a4b,4320044,2022-07-08 16:58:53,Music/music,0.184,humans/others,0.16699999999999998,mechanical/others,0.135,mechanical/air_conditioner,0.12300000000000001,vehicles/airborne,0.111,animal/others,0.063,alerts/horns,0.049,environmental/wind,0.04,environmental/others,0.039,alerts/siren,0.03,animal/dog,0.02,animal/bird,0.015,vehicles/others,0.01,,,,,,
 Capta 004,62d24fda7a2acbde063e8a52,4320044,2022-07-08 17:00:25,environmental/waves,0.292,vehicles/others,0.221,environmental/wind,0.162,mechanical/others,0.096,mechanical/air_conditioner,0.057,Music/music,0.028999999999999998,environmental/others,0.025,animal/bird,0.02,vehicles/airborne,0.02,animal/others,0.02,humans/others,0.013999999999999999,mechanical/impact,0.013999999999999999,environmental/rain,0.01,,,,,,
 Capta 004,62d24ffd7a2acbde063e8a5a,4320044,2022-07-08 17:02:29,environmental/wind,0.46399999999999997,environmental/others,0.29,environmental/rain,0.08199999999999999,vehicles/others,0.05,animal/bird,0.035,humans/others,0.028999999999999998,vehicles/airborne,0.016,mechanical/others,0.013999999999999999,,,,,,,,,,,,,,,,
 Capta 003,62d2500e7a2acbde063e8a5f,4320044,2022-07-15 19:15:13,alerts/horns,0.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d250357a2acbde063e8a6a,4320044,2022-07-15 19:19:13,vehicles/others,0.28300000000000003,environmental/rain,0.237,mechanical/others,0.166,humans/others,0.098,environmental/wind,0.094,Music/music,0.07400000000000001,mechanical/air_conditioner,0.031,,,,,,,,,,,,,,,,,,
 Capta 004,62d250447a2acbde063e8a6c,4320044,2022-07-08 17:07:06,Music/music,0.24100000000000002,humans/others,0.165,mechanical/air_conditioner,0.126,alerts/siren,0.099,mechanical/others,0.08900000000000001,environmental/others,0.087,animal/others,0.049,animal/dog,0.026000000000000002,environmental/wind,0.026000000000000002,alerts/horns,0.022000000000000002,environmental/rain,0.019,vehicles/airborne,0.013999999999999999,animal/bird,0.013000000000000001,mechanical/digging,0.01,,,,
 Capta 002 Ubicacion 2,62d2507f7a2acbde063e8a7b,8640044,2022-07-15 20:28:47,environmental/wind,0.271,animal/others,0.256,mechanical/air_conditioner,0.11900000000000001,humans/others,0.10300000000000001,environmental/rain,0.052000000000000005,environmental/others,0.051,animal/bird,0.037000000000000005,animal/dog,0.025,vehicles/airborne,0.021,vehicles/others,0.02,mechanical/others,0.018000000000000002,Music/music,0.015,,,,,,,,
 Capta 002 Ubicacion 2,62d2508d7a2acbde063e8a7f,8640044,2022-07-15 20:31:49,animal/bird,0.644,environmental/wind,0.092,humans/others,0.083,animal/others,0.057,mechanical/air_conditioner,0.039,environmental/rain,0.024,animal/dog,0.02,environmental/others,0.017,,,,,,,,,,,,,,,,
 Capta 004,62d250967a2acbde063e8a82,4320044,2022-07-08 17:13:17,environmental/wind,0.418,mechanical/air_conditioner,0.33899999999999997,vehicles/others,0.061,mechanical/others,0.048,vehicles/airborne,0.043,Music/music,0.013999999999999999,animal/others,0.013999999999999999,environmental/others,0.011000000000000001,environmental/waves,0.011000000000000001,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d250997a2acbde063e8a83,8640044,2022-07-15 20:32:50,animal/bird,0.889,animal/others,0.057999999999999996,humans/others,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d250cd7a2acbde063e8a91,4320044,2022-07-08 17:16:53,animal/others,0.958,humans/others,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d250d47a2acbde063e8a93,4320044,2022-07-08 17:17:23,alerts/horns,0.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d250d97a2acbde063e8a94,8640044,2022-07-15 20:41:56,environmental/wind,0.251,humans/others,0.215,animal/others,0.121,animal/bird,0.10400000000000001,animal/dog,0.098,mechanical/air_conditioner,0.071,Music/music,0.042,mechanical/others,0.025,environmental/rain,0.018000000000000002,vehicles/others,0.018000000000000002,alerts/siren,0.013999999999999999,,,,,,,,,,
 Capta 003,62d250fa7a2acbde063e8a9d,4320044,2022-07-15 19:55:38,vehicles/others,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d251077a2acbde063e8aa0,4320044,2022-07-15 19:58:01,mechanical/explosives,0.7340000000000001,mechanical/air_conditioner,0.073,humans/others,0.057999999999999996,vehicles/others,0.043,animal/bird,0.039,animal/dog,0.036000000000000004,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d2512e7a2acbde063e8aac,4320044,2022-07-15 20:02:50,Music/music,0.45,humans/others,0.16,mechanical/air_conditioner,0.146,animal/others,0.14400000000000002,alerts/siren,0.052000000000000005,animal/bird,0.013000000000000001,mechanical/others,0.011000000000000001,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d251397a2acbde063e8aae,8640044,2022-07-15 20:55:05,animal/bird,0.6920000000000001,humans/others,0.195,animal/dog,0.08,animal/others,0.023,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d251787a2acbde063e8abf,4320044,2022-07-15 20:11:22,Music/music,0.36700000000000005,mechanical/air_conditioner,0.33899999999999997,humans/others,0.21600000000000003,animal/dog,0.053,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d251fb7a2acbde063e8adf,4320044,2022-07-15 20:34:33,vehicles/others,0.494,environmental/others,0.259,environmental/wind,0.054000000000000006,vehicles/airborne,0.036000000000000004,environmental/rain,0.034,mechanical/air_conditioner,0.023,humans/others,0.019,environmental/waves,0.018000000000000002,Music/music,0.018000000000000002,animal/bird,0.012,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d251fb7a2acbde063e8ae0,8640044,2022-07-15 21:19:21,animal/bird,0.316,environmental/rain,0.294,animal/others,0.204,humans/others,0.11599999999999999,environmental/wind,0.03,environmental/others,0.024,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d252337a2acbde063e8aee,4320044,2022-07-15 20:47:21,Music/music,0.201,humans/others,0.15,mechanical/air_conditioner,0.14,environmental/others,0.133,environmental/wind,0.128,environmental/rain,0.066,animal/others,0.046,vehicles/airborne,0.032,vehicles/others,0.024,environmental/waves,0.019,mechanical/others,0.017,alerts/siren,0.017,animal/bird,0.01,,,,,,
 Capta 002 Ubicacion 2,62d2523b7a2acbde063e8af0,8640044,2022-07-15 21:30:28,animal/bird,0.5489999999999999,humans/others,0.22,animal/others,0.20199999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d252437a2acbde063e8af2,4320044,2022-07-15 20:48:31,Music/music,0.7390000000000001,alerts/horns,0.163,humans/others,0.07400000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d252517a2acbde063e8af6,4320044,2022-07-15 20:50:31,vehicles/others,0.9740000000000001,mechanical/air_conditioner,0.013999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d2526b7a2acbde063e8afc,4320044,2022-07-08 17:47:44,alerts/siren,0.9620000000000001,animal/dog,0.011000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d252707a2acbde063e8afe,8640044,2022-07-15 21:38:33,vehicles/others,0.506,humans/others,0.17600000000000002,environmental/wind,0.14300000000000002,animal/bird,0.062,animal/dog,0.040999999999999995,alerts/siren,0.033,mechanical/air_conditioner,0.017,,,,,,,,,,,,,,,,,,
 Capta 004,62d252757a2acbde063e8aff,4320044,2022-07-08 17:48:15,alerts/siren,0.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d2527f7a2acbde063e8b02,8640044,2022-07-15 21:41:34,animal/bird,0.8759999999999999,animal/others,0.035,environmental/wind,0.035,environmental/rain,0.035,humans/others,0.011000000000000001,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d252957a2acbde063e8b07,4320044,2022-07-08 17:50:18,Music/music,0.161,mechanical/air_conditioner,0.155,humans/others,0.14800000000000002,mechanical/others,0.142,animal/dog,0.126,alerts/siren,0.113,environmental/wind,0.053,animal/others,0.046,animal/bird,0.032,alerts/horns,0.01,,,,,,,,,,,,
 Capta 004,62d252aa7a2acbde063e8b0d,4320044,2022-07-08 17:51:51,alerts/horns,0.662,environmental/others,0.122,Music/music,0.1,mechanical/others,0.055,humans/others,0.012,alerts/siren,0.011000000000000001,mechanical/air_conditioner,0.01,,,,,,,,,,,,,,,,,,
 Capta 003,62d252c17a2acbde063e8b13,4320044,2022-07-15 21:01:11,Music/music,0.873,alerts/horns,0.081,alerts/siren,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d252d57a2acbde063e8b19,4320044,2022-07-08 17:54:56,alerts/siren,0.932,alerts/horns,0.057999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d253107a2acbde063e8b2a,4320044,2022-07-08 17:59:03,vehicles/others,0.778,humans/others,0.048,vehicles/airborne,0.042,Music/music,0.037000000000000005,environmental/wind,0.023,mechanical/air_conditioner,0.022000000000000002,mechanical/others,0.013000000000000001,,,,,,,,,,,,,,,,,,
 Capta 004,62d2533e7a2acbde063e8b36,4320044,2022-07-08 18:03:10,Music/music,0.311,environmental/rain,0.17300000000000001,environmental/others,0.14800000000000002,humans/others,0.12,animal/others,0.051,mechanical/others,0.040999999999999995,alerts/siren,0.040999999999999995,vehicles/others,0.037000000000000005,mechanical/digging,0.022000000000000002,mechanical/air_conditioner,0.016,,,,,,,,,,,,
 Capta 003,62d253417a2acbde063e8b37,4320044,2022-07-15 21:21:16,vehicles/others,0.971,humans/others,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d2534f7a2acbde063e8b3b,8640044,2022-07-15 22:24:01,alerts/siren,0.25,mechanical/others,0.244,alerts/horns,0.21600000000000003,animal/dog,0.128,mechanical/digging,0.11900000000000001,Music/music,0.019,mechanical/air_conditioner,0.01,,,,,,,,,,,,,,,,,,
 Capta 004,62d253577a2acbde063e8b3d,4320044,2022-07-08 18:05:13,alerts/horns,0.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d2539a7a2acbde063e8b4f,4320044,2022-07-08 18:09:20,alerts/siren,0.894,mechanical/others,0.077,mechanical/air_conditioner,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d253a47a2acbde063e8b52,4320044,2022-07-08 18:09:51,alerts/horns,0.467,alerts/siren,0.336,animal/bird,0.113,mechanical/others,0.023,humans/others,0.017,animal/dog,0.012,Music/music,0.012,,,,,,,,,,,,,,,,,,
 Capta 003,62d253b97a2acbde063e8b57,4320044,2022-07-15 21:40:25,mechanical/digging,0.408,alerts/siren,0.258,mechanical/others,0.11,mechanical/air_conditioner,0.075,humans/others,0.046,Music/music,0.036000000000000004,mechanical/impact,0.027999999999999997,vehicles/airborne,0.013000000000000001,,,,,,,,,,,,,,,,
 Capta 004,62d253e57a2acbde063e8b63,4320044,2022-07-08 18:14:59,Music/music,0.256,humans/others,0.18899999999999997,mechanical/air_conditioner,0.115,mechanical/others,0.095,animal/others,0.08800000000000001,vehicles/airborne,0.069,alerts/siren,0.037000000000000005,alerts/horns,0.036000000000000004,environmental/rain,0.033,mechanical/impact,0.025,environmental/others,0.013000000000000001,mechanical/digging,0.012,environmental/wind,0.011000000000000001,,,,,,
 Capta 003,62d2543f7a2acbde063e8b7a,4320044,2022-07-15 21:55:42,alerts/horns,0.84,Music/music,0.049,mechanical/others,0.043,alerts/siren,0.025,mechanical/air_conditioner,0.025,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d2546b7a2acbde063e8b86,8640044,2022-07-15 23:09:27,environmental/wind,0.344,mechanical/others,0.179,environmental/others,0.153,environmental/rain,0.12300000000000001,humans/others,0.048,mechanical/air_conditioner,0.035,vehicles/others,0.027000000000000003,environmental/waves,0.027000000000000003,vehicles/airborne,0.022000000000000002,animal/bird,0.016,,,,,,,,,,,,
 Capta 003,62d2546f7a2acbde063e8b87,4320044,2022-07-15 21:58:42,vehicles/others,0.8029999999999999,mechanical/air_conditioner,0.09300000000000001,humans/others,0.076,Music/music,0.013000000000000001,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d254987a2acbde063e8b92,4320044,2022-07-15 22:07:24,mechanical/explosives,0.392,environmental/others,0.285,mechanical/air_conditioner,0.11199999999999999,animal/dog,0.098,humans/others,0.042,vehicles/others,0.018000000000000002,Music/music,0.017,alerts/siren,0.017,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d254ce7a2acbde063e8ba0,8640044,2022-07-15 23:25:37,alerts/horns,0.319,mechanical/air_conditioner,0.242,humans/others,0.12,mechanical/others,0.085,alerts/siren,0.079,Music/music,0.033,mechanical/explosives,0.023,mechanical/impact,0.022000000000000002,environmental/others,0.021,animal/others,0.018000000000000002,mechanical/digging,0.013999999999999999,,,,,,,,,,
 Capta 003,62d254d57a2acbde063e8ba2,4320044,2022-07-15 22:14:42,Music/music,0.321,humans/others,0.28800000000000003,vehicles/airborne,0.126,mechanical/air_conditioner,0.084,vehicles/others,0.06,alerts/horns,0.036000000000000004,alerts/siren,0.033,,,,,,,,,,,,,,,,,,
 Capta 003,62d254e17a2acbde063e8ba5,4320044,2022-07-15 22:15:19,Music/music,0.654,humans/others,0.165,mechanical/air_conditioner,0.107,alerts/siren,0.023,animal/dog,0.011000000000000001,mechanical/others,0.01,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d255037a2acbde063e8bae,4320044,2022-07-08 18:37:06,vehicles/others,0.524,environmental/rain,0.19399999999999998,environmental/others,0.155,Music/music,0.040999999999999995,humans/others,0.039,environmental/wind,0.015,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d255147a2acbde063e8bb2,4320044,2022-07-08 18:38:39,environmental/wind,0.386,mechanical/others,0.13,vehicles/airborne,0.08,animal/others,0.077,mechanical/air_conditioner,0.068,humans/others,0.066,environmental/rain,0.053,vehicles/others,0.036000000000000004,environmental/others,0.032,Music/music,0.024,environmental/waves,0.017,animal/bird,0.01,,,,,,,,
 Capta 004,62d255237a2acbde063e8bb6,4320044,2022-07-08 18:39:41,alerts/horns,0.9329999999999999,Music/music,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d255687a2acbde063e8bc9,4320044,2022-07-15 22:37:14,Music/music,0.263,mechanical/air_conditioner,0.20199999999999999,humans/others,0.146,environmental/wind,0.08800000000000001,environmental/others,0.077,mechanical/others,0.057,vehicles/airborne,0.035,alerts/horns,0.027999999999999997,vehicles/others,0.027000000000000003,alerts/siren,0.026000000000000002,animal/others,0.019,environmental/rain,0.013000000000000001,,,,,,,,
 Capta 004,62d2556c7a2acbde063e8bcb,4320044,2022-07-08 18:44:18,alerts/horns,0.977,Music/music,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d255747a2acbde063e8bcc,4320044,2022-07-08 18:44:49,environmental/wind,0.405,mechanical/others,0.307,environmental/rain,0.131,mechanical/air_conditioner,0.076,vehicles/others,0.028999999999999998,mechanical/impact,0.013000000000000001,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d2558c7a2acbde063e8bd2,8640044,2022-07-16 00:10:05,environmental/wind,0.369,environmental/others,0.258,environmental/rain,0.073,animal/others,0.07,mechanical/air_conditioner,0.054000000000000006,vehicles/airborne,0.037000000000000005,vehicles/others,0.034,Music/music,0.019,animal/bird,0.015,alerts/siren,0.015,mechanical/others,0.013000000000000001,alerts/horns,0.013000000000000001,humans/others,0.012,,,,,,
 Capta 003,62d255d57a2acbde063e8be4,4320044,2022-07-15 22:57:36,vehicles/others,0.48700000000000004,environmental/rain,0.158,environmental/others,0.10800000000000001,mechanical/air_conditioner,0.059000000000000004,humans/others,0.057,Music/music,0.03,environmental/wind,0.02,vehicles/airborne,0.018000000000000002,animal/others,0.017,environmental/waves,0.013999999999999999,,,,,,,,,,,,
 Capta 003,62d255fb7a2acbde063e8bec,4320044,2022-07-15 23:04:25,vehicles/others,0.9990000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d256097a2acbde063e8bf0,4320044,2022-07-15 23:08:17,vehicles/others,0.7959999999999999,mechanical/air_conditioner,0.09300000000000001,environmental/others,0.06,environmental/wind,0.019,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d2560f7a2acbde063e8bf2,4320044,2022-07-08 18:53:34,Music/music,0.182,animal/others,0.168,humans/others,0.157,vehicles/airborne,0.133,mechanical/air_conditioner,0.121,environmental/others,0.08800000000000001,mechanical/others,0.052000000000000005,alerts/horns,0.027000000000000003,environmental/rain,0.016,environmental/wind,0.012,alerts/siren,0.011000000000000001,,,,,,,,,,
 Capta 003,62d256167a2acbde063e8bf3,4320044,2022-07-15 23:09:15,vehicles/others,0.233,environmental/wind,0.16899999999999998,mechanical/air_conditioner,0.091,animal/bird,0.073,alerts/siren,0.057999999999999996,environmental/others,0.057,humans/others,0.055,animal/others,0.055,Music/music,0.051,animal/dog,0.047,mechanical/others,0.033,environmental/rain,0.033,mechanical/digging,0.017,mechanical/impact,0.012,,,,
 Capta 004,62d2564a7a2acbde063e8c02,4320044,2022-07-08 18:57:41,alerts/siren,0.414,humans/others,0.401,alerts/horns,0.114,Music/music,0.04,environmental/others,0.021,,,,,,,,,,,,,,,,,,,,,,
 Capta 002 Ubicacion 2,62d2564f7a2acbde063e8c03,8640044,2022-07-16 00:58:34,environmental/wind,0.253,mechanical/air_conditioner,0.19699999999999998,environmental/others,0.127,animal/others,0.102,environmental/rain,0.08900000000000001,alerts/siren,0.067,vehicles/airborne,0.031,mechanical/others,0.023,Music/music,0.02,animal/bird,0.02,humans/others,0.018000000000000002,alerts/horns,0.013999999999999999,animal/dog,0.011000000000000001,,,,,,
 Capta 002 Ubicacion 2,62d2565c7a2acbde063e8c07,8640044,2022-07-16 01:00:35,Music/music,0.8029999999999999,alerts/horns,0.147,mechanical/air_conditioner,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d256647a2acbde063e8c08,4320044,2022-07-08 18:59:13,alerts/horns,0.772,Music/music,0.086,humans/others,0.076,animal/others,0.025,alerts/siren,0.01,,,,,,,,,,,,,,,,,,,,,,
 Capta 003,62d2567d7a2acbde063e8c0f,4320044,2022-07-15 23:19:11,vehicles/others,0.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62d256a37a2acbde063e8c19,4320044,2022-07-08 19:03:20,alerts/siren,0.7170000000000001,animal/dog,0.087,humans/others,0.085,environmental/others,0.032,animal/bird,0.026000000000000002,animal/others,0.013999999999999999,Music/music,0.013000000000000001,mechanical/air_conditioner,0.011000000000000001,,,,,,,,,,,,,,,,
 Capta 004,62d256b17a2acbde063e8c1e,4320044,2022-07-08 19:04:22,environmental/waves,0.659,environmental/wind,0.094,humans/others,0.087,environmental/rain,0.05,Music/music,0.031,vehicles/others,0.027999999999999997,environmental/others,0.016,,,,,,,,,,,,,,,,,,
